sp_f600xsp_f600,sp_f600xsp_f857,sp_f600xsp_f1200,sp_f857xsp_f857,sp_f857xsp_f1200,sp_f1200xsp_f1200
2758.056881940208,4354.390280149363,5337.713954194558,6953.798404644761,8598.776398066584,10730.566026214663
2758.019485215812,4354.331005241862,5337.6467190925805,6953.699101588767,8598.657604193118,10730.415548528688
2757.9820910586286,4354.27173501117,5337.579490097158,6953.599807273453,8598.538822046847,10730.265087113796
2757.944701170999,4354.212472138546,5337.512269951451,6953.500526029483,8598.420056155599,10730.114646789563
2757.907369131981,4354.153301013204,5337.445144993085,6953.401394159007,8598.3014490271,10729.96437924627
2757.8700396586846,4354.094134562126,5337.378026138482,6953.302271024794,8598.182853620896,10729.814127968575
2757.8327127510997,4354.034972785292,5337.310913387621,6953.203156626812,8598.064269936951,10729.663892956429
2757.7953884092153,4353.9758156826865,5337.243806740482,6953.104050965029,8597.945697975225,10729.513674209782
2757.7580666330214,4353.91666325429,5337.17670619704,6953.004954039415,8597.827137735678,10729.363471728582
2757.7207581466737,4353.857523467363,5337.109615477439,6952.905871769045,8597.708591982078,10729.213286803282
2757.6834573652836,4353.798392172727,5337.042532644287,6952.806801071365,8597.590059275068,10729.063118761771
2757.6461591493853,4353.7392655521235,5336.975455914712,6952.707739109665,8597.471538290076,10728.912966985536
2757.6088634989683,4353.680143605535,5336.908385288693,6952.608685883916,8597.353029027063,10728.762831474523
2757.571570414022,4353.621026332942,5336.841320766209,6952.509641394085,8597.23453148599,10728.612712228683
2757.534279894536,4353.561913734328,5336.774262347238,6952.410605640141,8597.116045666819,10728.462609247965
2757.496992067319,4353.502805875225,5336.707210060767,6952.311578655932,8596.997571584501,10728.312522538954
2757.4597069700562,4353.443702775098,5336.640163915397,6952.2125604515,8596.879109243459,10728.162452103572
2757.4224714007505,4353.384683648412,5336.573208853538,6952.113685080574,8596.760802603316,10728.012552910444
2757.385244131221,4353.325678878484,5336.506270271556,6952.014834819345,8596.642525265366,10727.862688905532
2757.348019423576,4353.26667877648,5336.4393377865645,6951.915993283722,8596.524259638196,10727.712841153649
2757.310797277805,4353.207683342384,5336.372411398543,6951.8171604736735,8596.406005721767,10727.563009654747
2757.27359689084,4353.148723404771,5336.30552261223,6951.718386552288,8596.287815530566,10727.413249193078
2757.236437829025,4353.089830385365,5336.238703538417,6951.619722647622,8596.16974207945,10727.263615606287
2757.1992813272786,4353.030942030825,5336.171890558297,6951.5210674632945,8596.051680333307,10727.11399826599
2757.162127385591,4352.972058341134,5336.105083671848,6951.422420999273,8595.933630292098,10726.96439717213
2757.125057742256,4352.913280604142,5336.0383652580185,6951.323908768687,8595.815694037561,10726.814895349336
2757.0880105320525,4352.854532158156,5335.971672966675,6951.2254357744505,8595.697794307098,10726.66542995873
2757.050965879875,4352.795788374486,5335.904986766924,6951.126971497354,8595.579906278952,10726.515980812379
2757.013924383721,4352.7370496346775,5335.838306827603,6951.028516180827,8595.462030060833,10726.36654795792
2756.976888088735,4352.6783172436435,5335.771633726197,6950.930070657458,8595.34416602118,10726.21713155837
2756.9398554227155,4352.619590130311,5335.7049669886555,6950.8316342048,8595.226313840229,10726.06773147218
2756.9028258201593,4352.560867969699,5335.638306471157,6950.73320663608,8595.108473435304,10725.918347662728
2756.865798775531,4352.502150471285,5335.57165204513,6950.634787784324,8594.990644732497,10725.768980097277
2756.8287742888206,4352.443437635052,5335.505003710552,6950.536377649502,8594.872827731768,10725.619628775778
2756.7917523600177,4352.384729460983,5335.438361467405,6950.437976231584,8594.755022433075,10725.470293698176
2756.754732989112,4352.32602594906,5335.371725315665,6950.339583530537,8594.637228836384,10725.320974864422
2756.7177174152785,4352.267327886939,5335.30509560391,6950.241200047007,8594.519447163235,10725.171672372533
2756.6807061843565,4352.208635621566,5335.238472485674,6950.142826001506,8594.401677511196,10725.022386265653
2756.6436975112715,4352.149948018268,5335.171855458772,6950.044460672771,8594.283919561032,10724.873116402467
2756.6066913960126,4352.091265077026,5335.105244523186,6949.946104060771,8594.16617331271,10724.723862782925
2756.5696878385697,4352.032586797823,5335.038639678894,6949.8477561654745,8594.048438766184,10724.574625406978
2756.532686838933,4351.973913180641,5334.972040925872,6949.74941698685,8593.930715921419,10724.42540427457
2756.4956883970913,4351.9152442254635,5334.905448264101,6949.651086524866,8593.813004778374,10724.276199385657
2756.4586932788197,4351.856581147025,5334.838862963563,6949.552766743199,8593.695307421418,10724.127012979003
2756.421753914668,4351.7980071151205,5334.772371976613,6949.4545920896135,8593.577766561957,10723.977998338125
2756.384817106799,4351.739437742685,5334.705887078143,6949.356426148387,8593.460237399508,10723.828999935526
2756.3478828552024,4351.6808730297025,5334.6394082681345,6949.25826891949,8593.34271993403,10723.680017771158
2756.3109511598686,4351.622312976154,5334.5729355465655,6949.160120402889,8593.225214165484,10723.531051844966
2756.2740220207866,4351.563757582023,5334.506468913415,6949.061980598555,8593.107720093833,10723.382102156906
2756.237095437946,4351.5052068472905,5334.440008368661,6948.963849506456,8592.990237719037,10723.233168706922
2756.2001714113376,4351.4466607719405,5334.373553912283,6948.86572712656,8592.872767041057,10723.084251494964
2756.1632499409498,4351.3881193559555,5334.30710554426,6948.767613458837,8592.755308059855,10722.935350520984
2756.1263674209054,4351.3296547868395,5334.240767291603,6948.669651686738,8592.638067112335,10722.786763130218
2756.089491048394,4351.271202000438,5334.17444539253,6948.571712755936,8592.520858222613,10722.638221319026
2756.0526857188543,4351.2128265871415,5334.1081760607585,6948.473859725562,8592.403710345689,10722.489727214317
2756.015986201458,4351.154587070974,5334.042023227889,6948.376182742912,8592.286715486294,10722.34136924216
2755.979291553143,4351.0963552013945,5333.975879038255,6948.278518323103,8592.169735604408,10722.19303028192
2755.9425994420635,4351.038127956022,5333.909740888867,6948.18086254872,8592.052767326193,10722.044707427909
2755.9059356921707,4350.979928209384,5333.843621253495,6948.083235681718,8591.935821700743,10721.896406705308
2755.8692903955975,4350.9217471852035,5333.77751534631,6947.985629948167,8591.818894488804,10721.74812580237
2755.8326476357106,4350.863570784719,5333.711415479059,6947.888032859543,8591.701978880203,10721.59986100539
2755.7960074125,4350.805399007913,5333.645321651721,6947.790444415816,8591.5850748749,10721.451612314317
2755.7593697259554,4350.747231854769,5333.579233864277,6947.692864616954,8591.468182472858,10721.3033797291
2755.722734576067,4350.689069325268,5333.513152116703,6947.595293462926,8591.351301674034,10721.155163249688
2755.686101962824,4350.630911419394,5333.44707640898,6947.497730953702,8591.234432478394,10721.006962876036
2755.649471886217,4350.5727581371275,5333.381006741087,6947.40017708925,8591.117574885897,10720.858778608086
2755.612844346235,4350.514609478453,5333.314943113001,6947.30263186954,8591.000728896506,10720.710610445796
2755.5762193428677,4350.4564654433525,5333.248885524704,6947.205095294541,8590.883894510182,10720.562458389111
2755.539596876106,4350.398326031809,5333.182833976172,6947.107567364222,8590.767071726885,10720.414322437982
2755.5029769459384,4350.340191243804,5333.116788467387,6947.010048078551,8590.65026054658,10720.26620259236
2755.466386818438,4350.282103963957,5333.050794589641,6946.9126054993185,8590.53353383874,10720.118177293407
2755.429808781705,4350.224036334604,5332.984822726991,6946.815195413829,8590.416844267571,10719.970195585935
2755.3932332804884,4350.165973327049,5332.918856902197,6946.7177939701705,8590.300166296316,10719.822229980602
2755.3566603147783,4350.107914941277,5332.852897115238,6946.620401168309,8590.183499924939,10719.674280477358
2755.320089884565,4350.049861177269,5332.786943366091,6946.523017008217,8590.066845153398,10719.526347076153
2755.2835872173223,4349.991901001018,5332.721076813175,6946.4257628389205,8589.950312684472,10719.37853076951
2755.2471066330772,4349.933972108034,5332.655240619777,6946.328553677493,8589.833824990978,10719.230760830493
2755.2106285823143,4349.876047834056,5332.58941046166,6946.231353154049,8589.717348893837,10719.08300699029
2755.1741530650233,4349.818128179067,5332.523586338803,6946.134161268558,8589.600884393012,10718.935269248852
2755.1376800811936,4349.760213143048,5332.457768251185,6946.0369780209885,8589.484431488463,10718.78754760613
2755.1012096308154,4349.702302725983,5332.391956198786,6945.93980341131,8589.367990180153,10718.639842062077
2755.0647417138784,4349.644396927854,5332.326150181583,6945.842637439491,8589.251560468043,10718.492152616636
2755.028276330372,4349.586495748645,5332.260350199557,6945.745480105501,8589.135142352095,10718.344479269765
2754.9918312780774,4349.528626199369,5332.194583834992,6945.64837251007,8589.018777880407,10718.196865095562
2754.9554234924744,4349.470813982351,5332.128877333796,6945.55135376257,8588.902507063818,10718.04935108116
2754.9190885288085,4349.413107786036,5332.0632747452655,6945.454490001193,8588.786389146408,10717.901989624808
2754.8827592855005,4349.355410806131,5331.997682629467,6945.3576415127745,8588.670289231313,10717.754650453335
2754.84643257224,4349.297718440124,5331.93209654384,6945.260801654716,8588.554200904915,10717.60732737294
2754.8101083890165,4349.240030687996,5331.866516488365,6945.1639704269855,8588.438124167176,10717.460020383574
2754.77378673582,4349.182347549731,5331.800942463019,6945.0671478295535,8588.322059018057,10717.312729485187
2754.7374676126406,4349.124669025312,5331.735374467782,6944.9703338623885,8588.206005457521,10717.165454677732
2754.7011510194684,4349.066995114719,5331.669812502632,6944.873528525461,8588.089963485527,10717.018195961153
2754.6648369562927,4349.009325817938,5331.604256567551,6944.776731818738,8587.97393310204,10716.870953335405
2754.6285254231034,4348.951661134949,5331.538706662514,6944.67994374219,8587.857914307016,10716.723726800436
2754.5922164198905,4348.894001065736,5331.4731627875035,6944.5831642957855,8587.741907100422,10716.576516356195
2754.5559099466436,4348.836345610281,5331.407624942496,6944.486393479494,8587.625911482217,10716.429322002636
2754.519606003353,4348.778694768566,5331.342093127473,6944.389631293285,8587.509927452364,10716.282143739703
2754.4833072315196,4348.72105316972,5331.276572536759,6944.292885855316,8587.39396412913,10716.134991822712
2754.4470592151156,4348.663500697873,5331.21115280805,6944.196297259376,8587.278178865148,10715.988043226043
2754.4108137228027,4348.605952829482,5331.145739097767,6944.09971727546,8587.162405169192,10715.841110697078
2754.3745707545713,4348.548409564529,5331.080331405888,6944.003145903537,8587.046643041222,10715.694194235764
2754.338330310411,4348.490870902998,5331.014929732392,6943.906583143577,8586.930892481201,10715.547293842053
2754.3020923903123,4348.433336844871,5330.949534077259,6943.810028995549,8586.815153489091,10715.400409515896
2754.265856994264,4348.37580739013,5330.884144440468,6943.7134834594235,8586.699426064853,10715.25354125724
2754.229624122257,4348.3182825387585,5330.818760821997,6943.616946535168,8586.58371020845,10715.106689066037
2754.1933937742806,4348.260762290739,5330.753383221826,6943.520418222753,8586.468005919844,10714.959852942238
2754.157165950325,4348.203246646055,5330.688011639934,6943.423898522146,8586.352313198993,10714.813032885793
2754.12094065038,4348.1457356046885,5330.622646076301,6943.327387433319,8586.236632045862,10714.66622889665
2754.0847178744352,4348.088229166621,5330.557286530905,6943.23088495624,8586.12096246041,10714.519440974764
2754.0485162580603,4348.030742052542,5330.491940221417,6943.134402719125,8586.005310144037,10714.372671915544
2754.0123204975616,4347.973262173676,5330.426601220592,6943.037931172738,8585.889670414637,10714.225919423285
2753.9761788827605,4347.915869162407,5330.361351980295,6942.941602098466,8585.774181394263,10714.079330559563
2753.9400467401597,4347.858491827056,5330.296120029664,6942.845299653065,8585.658722669175,10713.932777623577
2753.903917119662,4347.801119091968,5330.230894094048,6942.749005814237,8585.54327550605,10713.786240748348
2753.8677926865967,4347.743757097876,5330.165684845263,6942.652734729798,8585.42786449199,10713.639762663108
2753.831707837759,4347.686482425561,5330.10062136935,6942.556656998372,8585.312777346142,10713.493828854154
2753.795626139662,4347.629213728964,5330.035566189469,6942.460590882922,8585.197706752833,10713.347919381758
2753.7596012572944,4347.572010810076,5329.9705582293755,6942.364602290344,8585.08269410213,10713.202057109347
2753.72361276856,4347.5148506514815,5329.905581973815,6942.268665278078,8584.967721907029,10713.05623024951
2753.6876268183764,4347.457695075058,5329.840611684545,6942.172736806072,8584.852761153898,10712.910419244332
2753.6516434355035,4347.40054409489,5329.775647367787,6942.076816881208,8584.737811845755,10712.764624095124
2753.615662558798,4347.343397680994,5329.7106890102605,6941.980905488768,8584.622873976066,10712.618844798959
2753.5796841882498,4347.286255833353,5329.645736611945,6941.885002628721,8584.507947544791,10712.473081355785
2753.543708323849,4347.22911855195,5329.5807901728185,6941.789108301037,8584.393032551894,10712.327333765557
2753.5077349655858,4347.171985836767,5329.515849692862,6941.693222505685,8584.278128997335,10712.181602028224
2753.47176411345,4347.114857687788,5329.450915172055,6941.597345242635,8584.163236881077,10712.035886143738
2753.4357957674315,4347.057734104994,5329.385986610375,6941.501476511858,8584.048356203082,10711.890186112048
2753.3998299275204,4347.000615088371,5329.321064007803,6941.40561631332,8583.933486963313,10711.744501933106
2753.363866593706,4346.943500637899,5329.256147364318,6941.309764646993,8583.818629161733,10711.598833606864
2753.3279057659793,4346.8863907535615,5329.1912366799,6941.213921512847,8583.7037827983,10711.45318113327
2753.29194744433,4346.829285435342,5329.126331954526,6941.11808691085,8583.58894787298,10711.307544512278
2753.255991628748,4346.772184683223,5329.061433188178,6941.022260840973,8583.474124385735,10711.161923743835
2753.2200383192226,4346.715088497187,5328.996540380834,6940.926443303186,8583.359312336524,10711.016318827897
2753.1840902379317,4346.65800214661,5328.931660799998,6940.8306444975215,8583.244525793203,10710.87074916679
2753.1481837296274,4346.600995984738,5328.866891476598,6940.73500060814,8583.129952580433,10710.725473807566
2753.1122797121466,4346.543994359468,5328.802128071553,6940.6393651937915,8583.015390727023,10710.58021419234
2753.0763781854807,4346.486997270787,5328.737370584842,6940.543738254446,8582.900840232931,10710.434970321061
2753.040479149619,4346.430004718673,5328.672619016446,6940.448119790073,8582.78630109812,10710.289742193685
2753.0045846130515,4346.373018095106,5328.607873990447,6940.352510765365,8582.67177375509,10710.144530004089
2752.968700335407,4346.316041391789,5328.543137296522,6940.256913946757,8582.557259444153,10709.999334308339
2752.9328185484355,4346.2590692249205,5328.47840652082,6940.161325602982,8582.442756492363,10709.854154356335
2752.896946774195,4346.202108652772,5328.413685721416,6940.065752357118,8582.328268707579,10709.70899233734
2752.8611221573187,4346.145194349254,5328.348994800622,6939.970226646823,8582.21381472146,10709.563858955444
2752.82530021973,4346.08828468467,5328.284309843275,6939.874709466899,8582.09937211891,10709.418741327958
2752.7894829257166,4346.031384642963,5328.219639854512,6939.779212777521,8581.984962254111,10709.273677480542
2752.7536789414653,4345.974514694697,5328.155021254634,6939.683784932592,8581.870671156132,10709.128820472199
2752.7178774429813,4345.917649272321,5328.090408555036,6939.588365538545,8581.756391375517,10708.98397913379
2752.6821070851947,4345.8608350217655,5328.025849980141,6939.493030849036,8581.642202155508,10708.839236334596
2752.6463613480178,4345.804061329269,5327.961334556972,6939.397763513316,8581.528085465003,10708.694573218296
2752.6106202837004,4345.7472934856505,5327.896825617163,6939.30250542619,8581.413980440908,10708.549925922121
2752.574882383905,4345.69053057683,5327.8323227562305,6939.207256033695,8581.299886838078,10708.405294337566
2752.53914696751,4345.633772190027,5327.767825791514,6939.112015085661,8581.185804545794,10708.260678415609
2752.503414034506,4345.577018325227,5327.703334722993,6939.01678258206,8581.071733564015,10708.116078156196
2752.467703543119,4345.52030489983,5327.638892210544,6938.921623189645,8580.957750744541,10707.971584964735
2752.432027519188,4345.463653555882,5327.574523958892,6938.826575873391,8580.843902394436,10707.827253917543
2752.396353969204,4345.40700671694,5327.510161583239,6938.731536970958,8580.730065318434,10707.682938489561
2752.3606984838307,4345.350388643953,5327.44583064328,6938.636544478615,8580.61627974332,10707.53868142669
2752.3250577664726,4345.293794207006,5327.381525734465,6938.541590362123,8580.502537163196,10707.394473690338
2752.2894201429644,4345.237205535359,5327.317228593798,6938.44664722153,8580.388809703501,10707.250287347113
2752.253820912715,4345.180694373546,5327.253046902957,6938.351860874514,8580.275316222614,10707.106450882484
2752.2182241409864,4345.124187685761,5327.188871042198,6938.257082878949,8580.161833923126,10706.962629898888
2752.1826298277692,4345.067685471988,5327.1247010115,6938.162313234805,8580.048362805002,10706.81882439628
2752.1470379730526,4345.011187732209,5327.0605368108445,6938.06755194205,8579.934902868205,10706.67503437461
2752.111448576827,4344.954694466407,5326.996378440209,6937.972799000657,8579.821454112694,10706.531259833833
2752.0758616390835,4344.898205674566,5326.932225899575,6937.878054410594,8579.708016538438,10706.3875007739
2752.040277159811,4344.841721356669,5326.868079188922,6937.783318171833,8579.594590145398,10706.243757194763
2752.0046951390004,4344.7852415127,5326.8039383082305,6937.688590284345,8579.481174933535,10706.100029096375
2751.9691155766423,4344.728766142641,5326.739803257479,6937.593870748098,8579.367770902814,10705.956316478689
2751.9335384727256,4344.672295246476,5326.675674036649,6937.4991595630645,8579.2543780532,10705.812619341654
2751.8979638272417,4344.615828824188,5326.611550645719,6937.404456729213,8579.140996384653,10705.668937685226
2751.86239164018,4344.55936687576,5326.54743308467,6937.309762246516,8579.027625897135,10705.525271509357
2751.8268219115307,4344.502909401175,5326.48332135348,6937.215076114941,8578.914266590615,10705.381620813998
2751.7912606636037,4344.446469927289,5326.419238422434,6937.120428717483,8578.800970059185,10705.238073212331
2751.755757124504,4344.390113640335,5326.3552479672,6937.025913993998,8578.687841460402,10705.094768047087
2751.720307232633,4344.333821005238,5326.29130602807,6936.931476027457,8578.574773368378,10704.951513896398
2751.684886025797,4344.277582394538,5326.22743511155,6936.837140027273,8578.461839622234,10704.808437262196
2751.6494854455514,4344.221382582836,5326.163615184372,6936.742877227,8578.349002371662,10704.66548834182
2751.61408730101,4344.1651872007815,5326.099801024036,6936.6486226901425,8578.23617617454,10704.522554712245
2751.578691592163,4344.108996248357,5326.035992630526,6936.554376416671,8578.12336103083,10704.37963637342
2751.5432983190017,4344.052809725545,5325.972190003819,6936.460138406558,8578.010556940493,10704.236733325302
2751.507923979195,4343.996658053081,5325.908431218724,6936.365964753861,8577.89783411127,10704.093933440443
2751.47258467021,4343.940570913747,5325.844753426422,6936.271910191898,8577.78526104779,10703.951322459761
2751.437247784502,4343.884488181152,5325.781081372296,6936.177863851115,8577.672698984894,10703.808726703708
2751.401935503898,4343.82844473692,5325.717450323927,6936.083881958883,8577.560206102607,10703.666207628834
2751.3666584747566,4343.772457322639,5325.653877208001,6935.989991501523,8577.44781032419,10703.523794730707
2751.33138386745,4343.716474312614,5325.590309827531,6935.896109260981,8577.335425541494,10703.381397051708
2751.2961116819674,4343.660495706829,5325.526748182496,6935.802235237227,8577.223051754481,10703.239014591787
2751.2608419183,4343.604521505268,5325.463192272877,6935.708369430235,8577.110688963117,10703.096647350898
2751.225574576438,4343.548551707914,5325.399642098653,6935.614511839972,8576.998337167366,10702.954295328997
2751.190309656371,4343.49258631475,5325.336097659806,6935.5206624664115,8576.88599636719,10702.811958526034
2751.1550471580904,4343.43662532576,5325.272558956315,6935.426821309523,8576.773666562553,10702.669636941964
2751.1197870815863,4343.380668740928,5325.209025988162,6935.332988369279,8576.661347753421,10702.527330576742
2751.084529426849,4343.324716560236,5325.145498755324,6935.239163645649,8576.549039939757,10702.385039430317
2751.0492741938683,4343.26876878367,5325.081977257785,6935.145347138604,8576.436743121525,10702.242763502647
2751.014021382635,4343.212825411211,5325.018461495523,6935.051538848115,8576.324457298688,10702.100502793684
2750.9787709931397,4343.156886442845,5324.954951468519,6934.957738774155,8576.212182471212,10701.95825730338
2750.943523025372,4343.100951878553,5324.891447176753,6934.863946916692,8576.099918639058,10701.81602703169
2750.9082774793233,4343.045021718321,5324.8279486202055,6934.770163275699,8575.987665802193,10701.673811978566
2750.873034354983,4342.989095962131,5324.764455798856,6934.676387851146,8575.875423960579,10701.531612143961
2750.8377936523416,4342.933174609966,5324.7009687126865,6934.582620643004,8575.76319311418,10701.38942752783
2750.8025553713896,4342.877257661811,5324.637487361676,6934.488861651244,8575.65097326296,10701.247258130126
2750.7673255627237,4342.821358034151,5324.574032684878,6934.395138449276,8575.538809106467,10701.105176413756
2750.7321198630034,4342.765509107273,5324.510658795426,6934.301522295509,8575.426816162451,10700.963369645739
2750.696916574444,4342.7096645619395,5324.447290604737,6934.207914310187,8575.314834135937,10700.821577970259
2750.661716970794,4342.653825463517,5324.383928663717,6934.114315384375,8575.202863487688,10700.679801625556
2750.6265476229664,4342.59801403611,5324.320584464764,6934.020744106467,8575.09091383001,10700.53804558227
2750.5913806859207,4342.542206989906,5324.257245964364,6933.927180996672,8574.978975089602,10700.39630463132
2750.5562161596454,4342.486404324888,5324.193913162499,6933.833626054961,8574.867047266423,10700.254578772656
2750.521054044132,4342.430606041041,5324.1305860591465,6933.740079281306,8574.755130360441,10700.112868006234
2750.4858943393715,4342.374812138347,5324.067264654288,6933.646540675678,8574.64322437162,10699.971172332007
2750.4507370453525,4342.319022616791,5324.003948947905,6933.553010238046,8574.531329299922,10699.82949174993
2750.4155857599108,4342.263243560372,5323.940645972481,6933.459498326101,8574.419457344216,10699.687841203993
2750.3805350012985,4342.207641879348,5323.877563894475,6933.366303404117,8574.307990032896,10699.546729117177
2750.3455008435203,4342.152074130446,5323.814533630016,6933.273178188725,8574.196629668306,10699.405781969239
2750.3104690743035,4342.096510719416,5323.751509001582,6933.18006105574,8574.08528009487,10699.264849723393
2750.2754396936393,4342.040951646241,5323.688490009156,6933.086952005135,8573.973941312559,10699.123932379596
2750.2404127015175,4341.985396910907,5323.625476652718,6932.9938510368775,8573.862613321333,10698.9830299378
2750.2053880979292,4341.929846513395,5323.5624689322485,6932.900758150943,8573.751296121158,10698.84214239796
2750.170365882864,4341.874300453691,5323.499466847727,6932.8076733473,8573.639989711999,10698.701269760031
2750.135353921903,4341.818766562941,5323.436475146717,6932.71460442281,8573.528698820623,10698.560414889556
2750.1003983502223,4341.763290774397,5323.373521675889,6932.621597109675,8573.417451171805,10698.41959459444
2750.065447435396,4341.707822027621,5323.310575918005,6932.528601103786,8573.306216791509,10698.278791104558
2750.0305900530693,4341.652466352539,5323.2477193323375,6932.435742901722,8573.195092863129,10698.138079082944
2749.9957350565724,4341.597115012201,5323.184868380374,6932.3428927784225,8573.08397972313,10697.997381961213
2749.960882445896,4341.541768006592,5323.122023062095,6932.250050733863,8572.972877371478,10697.856699739317
2749.9260322210303,4341.486425335695,5323.0591833774815,6932.157216768013,8572.861785808136,10697.716032417213
2749.8911843819665,4341.431086999493,5322.996349326515,6932.064390880843,8572.75070503307,10697.575379994852
2749.8563389286946,4341.375752997971,5322.933520909175,6931.971573072327,8572.639635046246,10697.434742472193
2749.8214958612048,4341.320423331113,5322.870698125443,6931.8787633424345,8572.528575847624,10697.294119849184
2749.7866551794878,4341.265097998901,5322.807880975299,6931.785961691137,8572.417527437174,10697.153512125784
2749.7518168835345,4341.209777001321,5322.745069458723,6931.693168118407,8572.306489814857,10697.012919301947
2749.716980973335,4341.154460338355,5322.682263575697,6931.600382624215,8572.195462980639,10696.872341377628
2749.6821474488797,4341.099148009988,5322.619463326201,6931.507605208532,8572.084446934485,10696.731778352778
2749.647316310159,4341.043840016204,5322.5566687102155,6931.41483587133,8571.973441676357,10696.591230227354
2749.612487557164,4340.988536356985,5322.493879727721,6931.322074612581,8571.862447206222,10696.45069700131
2749.5776611898846,4340.933237032316,5322.431096378699,6931.229321432255,8571.751463524044,10696.310178674601
2749.542837208311,4340.8779420421815,5322.36831866313,6931.136576330325,8571.640490629788,10696.16967524718
2749.5080156124345,4340.822651386564,5322.305546580992,6931.043839306761,8571.529528523419,10696.029186719
2749.473196402245,4340.767365065448,5322.242780132269,6930.951110361535,8571.4185772049,10695.88871309002
2749.438379577733,4340.712083078816,5322.180019316941,6930.858389494619,8571.307636674197,10695.748254360191
2749.403613618918,4340.656881679437,5322.11734205324,6930.765799705941,8571.196835389754,10695.60794713391
2749.3688518652834,4340.601687476203,5322.054673346929,6930.673222611313,8571.086049713453,10695.467659932541
2749.3340924959534,4340.546497605108,5321.992010271444,6930.580653590925,8570.975274820457,10695.327387625275
2749.2993355109184,4340.491312066137,5321.929352826764,6930.488092644751,8570.864510710731,10695.187130212069
2749.2645809101687,4340.436130859273,5321.866701012871,6930.3955397727605,8570.753757384238,10695.046887692875
2749.229834829995,4340.380958543326,5321.804056958396,6930.302998361803,8570.643016422382,10694.906660806068
2749.1950991303033,4340.325796500062,5321.741421308518,6930.210469438411,8570.532288304456,10694.766449775416
2749.1603658147123,4340.27063878874,5321.678791289312,6930.1179485890325,8570.421570969616,10694.62625363862
2749.125634883213,4340.215485409346,5321.616166900762,6930.025435813638,8570.310864417832,10694.486072395637
2749.0909063357954,4340.1603363618615,5321.553548142848,6929.932931112198,8570.200168649064,10694.345906046421
2749.0561801724507,4340.105191646272,5321.490935015549,6929.840434484687,8570.08948366328,10694.205754590925
2749.021456393169,4340.050051262561,5321.428327518847,6929.7479459310725,8569.978809460441,10694.065618029104
2748.98673524313,4339.994915337445,5321.365725708808,6929.655465516834,8569.868146069504,10693.925496373742
2748.952035212068,4339.939815372916,5321.303163418335,6929.56304665253,8569.757550867334,10693.785451387992
2748.9173664061136,4339.884768435465,5321.24065893493,6929.470718195834,8569.64705483296,10693.645516409488
2748.882699980537,4339.829725823656,5321.178160075409,6929.378397802453,8569.536569570098,10693.505596312254
2748.8480359353284,4339.774687537473,5321.115666839754,6929.286085472358,8569.42609507872,10693.365691096245
2748.813374270478,4339.719653576901,5321.053179227945,6929.19378120552,8569.315631358786,10693.225800761415
2748.778750207549,4339.664680455062,5320.990754935751,6929.1015768579855,8569.205273543397,10693.086025369625
2748.7441447867927,4339.609737750861,5320.928362905328,6929.00942298329,8569.094970421782,10692.9463110566
2748.7095417446185,4339.554799369287,5320.865976495548,6928.917277166735,8568.984678065997,10692.806611618464
2748.6749448327887,4339.499869959418,5320.803599487572,6928.825145169324,8568.874401161545,10692.666930865993
2748.6404368615413,4339.4450521374265,5320.741315340692,6928.733154150206,8568.764243128895,10692.527352912619
2748.6059312669986,4339.390238635722,5320.679036812536,6928.641171186306,8568.654095859663,10692.387789832123
2748.5714280491507,4339.33542945429,5320.616763903083,6928.549196277593,8568.543959353814,10692.248241624458
2748.536928079161,4339.280625148971,5320.554496858312,6928.457229778713,8568.433833768273,10692.108708359045
2748.502432491689,4339.225826443738,5320.492235998608,6928.36527215158,8568.323719307444,10691.969190126309
2748.4679403173304,4339.171032654326,5320.429981021107,6928.273322921816,8568.213615761346,10691.829686833289
2748.4334508683437,4339.116243385512,5320.367731750907,6928.1813818622795,8568.103523029447,10691.69019843547
2748.398963795961,4339.061458436861,5320.305488099303,6928.089448857774,8567.99344106075,10691.550724910252
2748.364479100174,4339.006677808359,5320.243250066275,6927.9975239082705,8567.883369855213,10691.41126625759
2748.329996780972,4338.951901499989,5320.181017651804,6927.905607013739,8567.773309412809,10691.271822477438
2748.2955168383464,4338.897129511735,5320.11879085587,6927.8136981741545,8567.6632597335,10691.132393569751
2748.261040004474,4338.842362308987,5320.056569884429,6927.721797685316,8567.553220948173,10690.992979592429
2748.226567498724,4338.787600666814,5319.9943550804865,6927.629906039871,8567.443193274836,10690.853580641922
2748.192097369494,4338.73284334469,5319.932145895016,6927.538022449273,8567.333176364484,10690.714196563744
2748.1576296167755,4338.678090342601,5319.869942327999,6927.446146913497,8567.22317021708,10690.574827357847
2748.1231642405573,4338.62334166053,5319.807744379415,6927.354279432512,8567.11317483259,10690.435473024187
2748.0887012408316,4338.568597298461,5319.745552049247,6927.262420006291,8567.003190210979,10690.296133562717
2748.054240617588,4338.513857256377,5319.683365337472,6927.170568634806,8566.89321635221,10690.156808973396
2748.019782370817,4338.459121534264,5319.621184244075,6927.078725318028,8566.78325325625,10690.017499256172
2747.9853566871398,4338.404437968751,5319.55905874035,6926.9869673210105,8566.673382882645,10689.878292395691
2747.950950769273,4338.3497862799295,5319.496967641329,6926.895261887792,8566.563570485112,10689.739151091258
2747.91654722649,4338.295138908749,5319.434882158139,6926.803564505346,8566.45376884606,10689.60002465414
